command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
1058501038,1058501,21,vo_adv_1058501,vo_adv_1058501_000,0,0,"","","",""
1058501039,1058501,13,105811,870,"","","","","",""
1058501040,1058501,11,105811,"わたしの誕生日ケーキですか！？\nうれしくて胸がいっぱいなのに……\nお腹はぺこぺこになっちゃいました！\nやばいですね☆",6,1,1,0,0,""
1058501041,1058501,91,0,"","","","","","",""
1058501042,1058501,21,vo_adv_1058501,vo_adv_1058501_001,0,0,"","","",""
1058501043,1058501,11,105811,"せっかくのごちそうですから、\nみんなといただきましょうか！",8,1,1,0,0,""
1058501044,1058501,91,0,"","","","","","",""
1058501045,1058501,21,vo_adv_1058501,vo_adv_1058501_002,0,0,"","","",""
1058501046,1058501,11,105811,"コッコロちゃんとキャルちゃんも呼んで\nえっへへ〜！\n楽しい誕生日会になりそうです！",7,1,1,0,0,""
1058501047,1058501,91,0,"","","","","","",""
1058501048,1058501,21,vo_adv_1058501,vo_adv_1058501_003,0,0,"","","",""
1058501049,1058501,11,105811,"そうだ！　わたしも一品、\n料理を用意してもいいですか？\n実は、食べたことのない魔物を\n森で見つけたんですよ！",7,1,1,0,0,""
1058501050,1058501,91,0,"","","","","","",""
1058501051,1058501,21,vo_adv_1058501,vo_adv_1058501_004,0,0,"","","",""
1058501052,1058501,11,105811,"そうと決まれば、ケーキをいただく前に\nみんなで捕まえにいきましょう☆\n張り切るなと言われても\n張り切っちゃいますよ♪",7,1,1,0,0,""
1058501053,1058501,91,0,"","","","","","",""
1058501054,1058501,21,vo_adv_1058501,vo_adv_1058501_005,0,0,"","","",""
1058501055,1058501,11,105811,"だってあなたが\nわたしのために作ってくれた\n特別な時間ですから！",7,1,1,0,0,""
1058501056,1058501,91,0,"","","","","","",""
1058501057,1058501,31,9,9,0,0,1,1,"",""
1058501058,1058501,131,0,"","","","","","",""
1058501059,1058501,22,0,1,0,0,"","","",""
1058501060,1058501,111,"","","","","","","",""
1058501061,1058501,91,0,"","","","","","",""
1059501001,1059501,1,1,105911,850,400,-220,1.5,1,cmn_talk_def_N
1059501002,1059501,31,8,8,0,0,1,1,"",""
1059501003,1059501,31,7,7,0,0,1,1,"",""
1059501004,1059501,31,27,27,0,0,1,1,"",""
1059501005,1059501,31,3,3,0,0,1,1,"",""
1059501006,1059501,31,2,2,0,0,1,1,"",""
1059501007,1059501,31,1,1,0,0,1,1,"",""
1059501008,1059501,31,12,12,0,0,1,0,"",""
1059501009,1059501,3,105911,blb_run_01,1,"","",0.3,"",""
1059501010,1059501,2,105911,90,-220,1.3,0,"","",""
1059501011,1059501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1059501012,1059501,121,0,0,1.25,1.25,0,0,"",""
1059501013,1059501,32,12,1,0,0,1,1,"",""
1059501014,1059501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1059501015,1059501,93,1.3,"","","","","","",""
1059501016,1059501,3,105911,blb_stop,0,blb_idle,0,0.05,0.3,""
1059501017,1059501,2,105911,80,-220,0.25,0,"","",""
1059501018,1059501,93,1.4,"","","","","","",""
1059501019,1059501,121,0,0,1.4,1.4,1,3,"",""
1059501020,1059501,131,1,"","","","","","",""
1059501021,1059501,3,105911,blb_blowout_01,0,blb_idle,1,0.3,0.3,""
1059501022,1059501,93,0.7,"","","","","","",""
1059501023,1059501,32,12,0,0,0,1,1,"",""
1059501024,1059501,31,13,13,0,0,1,1,"",""
1059501025,1059501,93,0.2,"","","","","","",""
1059501026,1059501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1059501027,1059501,93,1.2,"","","","","","",""
1059501028,1059501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1059501029,1059501,31,4,4,0,0,1,1,"",""
1059501030,1059501,93,1,"","","","","","",""
1059501031,1059501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1059501032,1059501,3,105911,blb_idle,1,"",0,0.3,"",""
1059501033,1059501,93,1.05,"","","","","","",""
1059501034,1059501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1059501035,1059501,31,6,6,0,0,1,1,"",""
1059501036,1059501,3,105911,blb_joy_01,0,blb_wish_01,1,0,"",""
1059501037,1059501,93,2,"","","","","","",""
1059501038,1059501,21,vo_adv_1059501,vo_adv_1059501_000,0,0,"","","",""
1059501039,1059501,13,105911,870,"","","","","",""
1059501040,1059501,11,105911,"主さま……\nわたくしなどのために、\nこのような素晴らしい会を\n開いてくださりありがとうございます。",6,1,1,0,0,""
1059501041,1059501,91,0,"","","","","","",""
1059501042,1059501,21,vo_adv_1059501,vo_adv_1059501_001,0,0,"","","",""
1059501043,1059501,11,105911,"主さまのおそばで従者としてお仕えする、\nそれだけで幸せだというのに……\nわたくしは、果報者でございますね。",5,1,1,0,0,""
1059501044,1059501,91,0,"","","","","","",""
1059501045,1059501,21,vo_adv_1059501,vo_adv_1059501_002,0,0,"","","",""
1059501046,1059501,11,105911,"このケーキも主さまがお作りに？\n包丁で怪我をしませんでしたか？\n火を扱う際にヤケドなどは……？\n……ああ。ご無事で安心いたしました。",5,1,1,0,0,""
1059501047,1059501,91,0,"","","","","","",""
1059501048,1059501,21,vo_adv_1059501,vo_adv_1059501_003,0,0,"","","",""
1059501049,1059501,11,105911,"ではせっかくですし、\nケーキをいただきましょうか。\n主さまはお座りになってください。\nわたくしが、準備いたします。",6,1,1,0,0,""
1059501050,1059501,91,0,"","","","","","",""
1059501051,1059501,21,vo_adv_1059501,vo_adv_1059501_004,0,0,"","","",""
1059501052,1059501,11,105911,"たとえわたくしの誕生日であろうと、\n主さまのお世話をすることは、\n誰にもお譲りできませんから。",7,1,1,0,0,""
1059501053,1059501,91,0,"","","","","","",""
1059501054,1059501,21,vo_adv_1059501,vo_adv_1059501_005,0,0,"","","",""
1059501055,1059501,11,105911,"では主さま、\nお口を開けてくださいませ。\nはい、あ〜ん♪",4,1,1,0,0,""
1059501056,1059501,91,0,"","","","","","",""
1059501057,1059501,31,9,9,0,0,1,1,"",""
1059501058,1059501,131,0,"","","","","","",""
1059501059,1059501,22,0,1,0,0,"","","",""
1059501060,1059501,111,"","","","","","","",""
1059501061,1059501,91,0,"","","","","","",""
