id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order,beginner_id
293,37,2000.0,109,30,"2019/12/11 05:00:00","2019/12/16 04:59:59",0,0,0,0
294,38,2000.0,112,30,"2019/12/11 05:00:00","2019/12/16 04:59:59",0,0,0,0
295,34,2000.0,103,30,"2019/12/14 05:00:00","2019/12/22 04:59:59",0,0,0,0
296,44,2000.0,103,40,"2019/12/14 05:00:00","2019/12/22 04:59:59",0,0,0,0
297,31,2000.0,101,30,"2019/12/16 05:00:00","2019/12/23 04:59:59",0,0,0,0
298,41,2000.0,101,40,"2019/12/16 05:00:00","2019/12/23 04:59:59",0,0,0,0
299,37,2000.0,109,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0,0
300,38,2000.0,112,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0,0
301,32,2000.0,102,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0,0
302,42,2000.0,102,40,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0,0
303,31,2000.0,101,30,"2019/12/28 05:00:00","2019/12/31 04:59:59",0,0,0,0
304,41,2000.0,101,40,"2019/12/28 05:00:00","2019/12/31 04:59:59",0,0,0,0
305,34,2000.0,103,30,"2019/12/31 05:00:00","2020/01/07 04:59:59",0,0,0,0
306,44,2000.0,103,40,"2019/12/31 05:00:00","2020/01/07 04:59:59",0,0,0,0
307,151,1500.0,6004,80,"2019/12/31 12:00:00","2020/01/14 20:59:59",0,0,0,0
308,152,1500.0,6005,80,"2019/12/31 12:00:00","2020/01/14 20:59:59",0,0,0,0
309,151,1500.0,6004,80,"2020/1/31 12:00:00","2020/2/13 20:59:59",0,0,0,0
310,152,1500.0,6005,80,"2020/1/31 12:00:00","2020/2/13 20:59:59",0,0,0,0
311,251,1500.0,7004,80,"2020/01/17 12:00:00","2020/01/24 20:59:59",0,0,0,0
312,252,1500.0,7005,80,"2020/01/17 12:00:00","2020/01/24 20:59:59",0,0,0,0
315,31,2000.0,101,30,"2020/1/4 05:00:00","2020/1/10 04:59:59",0,0,0,0
316,41,2000.0,101,40,"2020/1/4 05:00:00","2020/1/10 04:59:59",0,0,0,0
317,37,2000.0,109,30,"2020/1/10 05:00:00","2020/1/15 04:59:59",0,0,0,0
318,38,2000.0,112,30,"2020/1/10 05:00:00","2020/1/15 04:59:59",0,0,0,0
319,45,2000.0,104,40,"2020/1/10 05:00:00","2020/1/19 04:59:59",0,0,0,0
320,34,2000.0,103,30,"2020/1/14 05:00:00","2020/1/22 04:59:59",0,0,0,0
321,44,2000.0,103,40,"2020/1/14 05:00:00","2020/1/22 04:59:59",0,0,0,0
322,31,2000.0,101,30,"2020/1/15 05:00:00","2020/1/23 04:59:59",0,0,0,0
323,41,2000.0,101,40,"2020/1/15 05:00:00","2020/1/23 04:59:59",0,0,0,0
324,37,2000.0,109,30,"2020/1/23 05:00:00","2020/1/28 04:59:59",0,0,0,0
325,38,2000.0,112,30,"2020/1/23 05:00:00","2020/1/28 04:59:59",0,0,0,0
326,32,2000.0,102,30,"2020/1/23 05:00:00","2020/1/28 04:59:59",0,0,0,0
327,42,2000.0,102,40,"2020/1/23 05:00:00","2020/1/28 04:59:59",0,0,0,0
328,31,2000.0,101,30,"2020/1/28 05:00:00","2020/1/31 04:59:59",0,0,0,0
329,41,2000.0,101,40,"2020/1/28 05:00:00","2020/1/31 04:59:59",0,0,0,0
330,34,2000.0,103,30,"2020/1/31 05:00:00","2020/02/15 04:59:59",0,0,0,0
331,44,2000.0,103,40,"2020/1/31 05:00:00","2020/02/15 04:59:59",0,0,0,0
332,151,1500.0,6004,80,"2020/02/29 12:00:00","2020/03/21 20:59:59",0,0,0,0
333,152,1500.0,6005,80,"2020/02/29 12:00:00","2020/03/21 20:59:59",0,0,0,0
334,31,2000.0,101,30,"2020/2/4 05:00:00","2020/2/10 04:59:59",0,0,0,0
335,41,2000.0,101,40,"2020/2/4 05:00:00","2020/2/10 04:59:59",0,0,0,0
336,37,2000.0,109,30,"2020/2/10 05:00:00","2020/2/15 04:59:59",0,0,0,0
337,38,2000.0,112,30,"2020/2/10 05:00:00","2020/2/15 04:59:59",0,0,0,0
338,45,2000.0,104,40,"2020/2/10 05:00:00","2020/2/19 04:59:59",0,0,0,0
339,34,2000.0,103,30,"2020/2/20 05:00:00","2020/2/24 04:59:59",0,0,0,0
340,44,2000.0,103,40,"2020/2/20 05:00:00","2020/2/24 04:59:59",0,0,0,0
341,31,3000.0,101,30,"2020/2/15 05:00:00","2020/2/23 04:59:59",0,0,0,0
342,41,3000.0,101,40,"2020/2/15 05:00:00","2020/2/23 04:59:59",0,0,0,0
343,91,1500.0,101,100,"2020/2/23 05:00:00","2020/3/7 04:59:59",0,0,0,0
344,92,1500.0,102,100,"2020/2/23 05:00:00","2020/3/7 04:59:59",0,0,0,0
345,93,1500.0,111,100,"2020/2/23 05:00:00","2020/3/7 04:59:59",0,0,0,0
346,94,1500.0,109,100,"2020/2/23 05:00:00","2020/3/7 04:59:59",0,0,0,0
347,95,1500.0,112,100,"2020/2/23 05:00:00","2020/3/7 04:59:59",0,0,0,0
348,96,1500.0,6004,100,"2020/2/29 12:00:00","2020/3/7 04:59:59",0,0,0,0
349,97,1500.0,6005,100,"2020/2/29 12:00:00","2020/3/7 04:59:59",0,0,0,0
350,37,3000.0,109,30,"2020/2/21 05:00:00","2020/2/25 04:59:59",0,0,0,0
351,38,3000.0,112,30,"2020/2/21 05:00:00","2020/2/25 04:59:59",0,0,0,0
352,32,3000.0,102,30,"2020/2/23 05:00:00","2020/2/29 04:59:59",0,0,0,0
353,42,3000.0,102,40,"2020/2/23 05:00:00","2020/2/29 04:59:59",0,0,0,0
354,39,2000.0,111,30,"2020/02/29 5:00:00","2020/03/04 4:59:59",0,0,0,0
355,49,2000.0,111,40,"2020/02/29 5:00:00","2020/03/04 4:59:59",0,0,0,0
356,34,2000.0,103,30,"2020/2/29 05:00:00","2020/03/8 04:59:59",0,0,0,0
357,44,2000.0,103,40,"2020/2/29 05:00:00","2020/03/8 04:59:59",0,0,0,0
358,251,1500.0,7004,80,"2020/02/15 12:00:00","2020/02/22 20:59:59",0,0,0,0
359,252,1500.0,7005,80,"2020/02/15 12:00:00","2020/02/22 20:59:59",0,0,0,0
362,31,2000.0,101,30,"2020/3/8 05:00:00","2020/3/13 04:59:59",0,0,0,0
363,41,2000.0,101,40,"2020/3/8 05:00:00","2020/3/13 04:59:59",0,0,0,0
364,45,2000.0,104,40,"2020/3/13 05:00:00","2020/3/22 04:59:59",0,0,0,0
365,31,3000.0,101,30,"2020/3/16 05:00:00","2020/3/24 04:59:59",0,0,0,0
366,41,3000.0,101,40,"2020/3/16 05:00:00","2020/3/24 04:59:59",0,0,0,0
367,91,1500.0,101,100,"2020/3/16 05:00:00","2020/3/31 04:59:59",0,0,0,0
368,92,1500.0,102,100,"2020/3/16 05:00:00","2020/3/31 04:59:59",0,0,0,0
369,93,1500.0,111,100,"2020/3/16 05:00:00","2020/3/31 04:59:59",0,0,0,0
370,94,1500.0,109,100,"2020/3/16 05:00:00","2020/3/31 04:59:59",0,0,0,0
371,95,1500.0,112,100,"2020/3/16 05:00:00","2020/3/31 04:59:59",0,0,0,0
372,96,1500.0,6004,100,"2020/3/16 05:00:00","2020/3/21 20:59:59",0,0,0,0
373,97,1500.0,6005,100,"2020/3/16 05:00:00","2020/3/21 20:59:59",0,0,0,0
374,98,1500.0,7004,100,"2020/3/17 12:00:00","2020/3/24 20:59:59",0,0,0,0
375,99,1500.0,7005,100,"2020/3/17 12:00:00","2020/3/24 20:59:59",0,0,0,0
376,37,3000.0,109,30,"2020/3/22 05:00:00","2020/3/26 04:59:59",0,0,0,0
377,38,3000.0,112,30,"2020/3/22 05:00:00","2020/3/26 04:59:59",0,0,0,0
378,32,3000.0,102,30,"2020/3/24 05:00:00","2020/3/30 04:59:59",0,0,0,0
379,42,3000.0,102,40,"2020/3/24 05:00:00","2020/3/30 04:59:59",0,0,0,0
380,34,2000.0,103,30,"2020/3/31 05:00:00","2020/04/7 04:59:59",0,0,0,0
381,44,2000.0,103,40,"2020/3/31 05:00:00","2020/04/7 04:59:59",0,0,0,0
382,251,1500.0,7004,80,"2020/03/17 12:00:00","2020/03/24 20:59:59",0,0,0,0
383,252,1500.0,7005,80,"2020/03/17 12:00:00","2020/03/24 20:59:59",0,0,0,0
384,151,1500.0,6004,80,"2020/4/30 12:00:00","2020/5/14 20:59:59",0,0,0,0
385,152,1500.0,6005,80,"2020/4/30 12:00:00","2020/5/14 20:59:59",0,0,0,0
386,100,1500.0,8004,100,"2020/3/16 15:00:00","2020/3/31 04:59:59",0,0,0,0
387,101,1500.0,8005,100,"2020/3/16 15:00:00","2020/3/31 04:59:59",0,0,0,0
388,151,1500.0,6004,80,"2020/3/31 12:00:00","2020/4/14 20:59:59",0,0,0,0
389,152,1500.0,6005,80,"2020/3/31 12:00:00","2020/4/14 20:59:59",0,0,0,0
390,251,1500.0,7004,80,"2020/04/17 12:00:00","2020/04/24 20:59:59",0,0,0,0
391,252,1500.0,7005,80,"2020/04/17 12:00:00","2020/04/24 20:59:59",0,0,0,0
392,31,2000.0,101,30,"2020/4/4 05:00:00","2020/4/10 04:59:59",0,0,0,0
393,41,2000.0,101,40,"2020/4/4 05:00:00","2020/4/10 04:59:59",0,0,0,0
394,37,2000.0,109,30,"2020/4/10 05:00:00","2020/4/15 04:59:59",0,0,0,0
395,38,2000.0,112,30,"2020/4/10 05:00:00","2020/4/15 04:59:59",0,0,0,0
396,45,2000.0,104,40,"2020/4/10 05:00:00","2020/4/19 04:59:59",0,0,0,0
397,34,2000.0,103,30,"2020/4/14 05:00:00","2020/04/21 04:59:59",0,0,0,0
398,44,2000.0,103,40,"2020/4/14 05:00:00","2020/04/21 04:59:59",0,0,0,0
399,31,2000.0,101,30,"2020/4/15 05:00:00","2020/4/22 04:59:59",0,0,0,0
400,41,2000.0,101,40,"2020/4/15 05:00:00","2020/4/22 04:59:59",0,0,0,0
401,37,2000.0,109,30,"2020/4/22 05:00:00","2020/4/27 04:59:59",0,0,0,0
402,38,2000.0,112,30,"2020/4/22 05:00:00","2020/4/27 04:59:59",0,0,0,0
403,32,2000.0,102,30,"2020/4/22 05:00:00","2020/4/27 04:59:59",0,0,0,0
404,31,2000.0,101,30,"2020/4/27 05:00:00","2020/4/30 04:59:59",0,0,0,0
405,41,2000.0,101,40,"2020/4/27 05:00:00","2020/4/30 04:59:59",0,0,0,0
406,34,2000.0,103,30,"2020/4/30 05:00:00","2020/05/6 04:59:59",0,0,0,0
407,44,2000.0,103,40,"2020/4/30 05:00:00","2020/05/6 04:59:59",0,0,0,0
408,91,1500.0,101,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
409,92,1500.0,102,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
410,93,1500.0,111,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
411,94,1500.0,109,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
412,95,1500.0,112,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
413,96,1500.0,6004,100,"2020/4/30 12:00:00","2020/5/10 04:59:59",0,0,0,0
414,97,1500.0,6005,100,"2020/4/30 12:00:00","2020/5/10 04:59:59",0,0,0,0
415,100,1500.0,8004,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
416,101,1500.0,8005,100,"2020/4/30 05:00:00","2020/5/10 04:59:59",0,0,0,0
417,151,1500.0,6004,80,"2020/5/31 12:00:00","2020/6/14 20:59:59",0,0,0,0
418,152,1500.0,6005,80,"2020/5/31 12:00:00","2020/6/14 20:59:59",0,0,0,0
419,32,3000.0,102,30,"2020/5/2 05:00:00","2020/5/5 04:59:59",0,0,0,0
420,42,3000.0,102,40,"2020/5/2 05:00:00","2020/5/5 04:59:59",0,0,0,0
421,31,3000.0,101,30,"2020/5/5 05:00:00","2020/5/10 04:59:59",0,0,0,0
422,41,3000.0,101,40,"2020/5/5 05:00:00","2020/5/10 04:59:59",0,0,0,0
423,42,2000.0,102,40,"2020/4/22 05:00:00","2020/4/27 04:59:59",0,0,0,0
424,37,2000.0,109,30,"2020/5/10 05:00:00","2020/5/15 04:59:59",0,0,0,0
425,38,2000.0,112,30,"2020/5/10 05:00:00","2020/5/15 04:59:59",0,0,0,0
426,45,2000.0,104,40,"2020/5/10 05:00:00","2020/5/19 04:59:59",0,0,0,0
427,34,2000.0,103,30,"2020/5/14 05:00:00","2020/05/21 04:59:59",0,0,0,0
428,44,2000.0,103,40,"2020/5/14 05:00:00","2020/05/21 04:59:59",0,0,0,0
429,31,2000.0,101,30,"2020/5/15 05:00:00","2020/5/22 04:59:59",0,0,0,0
430,41,2000.0,101,40,"2020/5/15 05:00:00","2020/5/22 04:59:59",0,0,0,0
431,37,2000.0,109,30,"2020/5/22 05:00:00","2020/5/27 04:59:59",0,0,0,0
432,38,2000.0,112,30,"2020/5/22 05:00:00","2020/5/27 04:59:59",0,0,0,0
433,32,2000.0,102,30,"2020/5/22 05:00:00","2020/5/27 04:59:59",0,0,0,0
434,42,2000.0,102,40,"2020/5/22 05:00:00","2020/5/27 04:59:59",0,0,0,0
435,31,2000.0,101,30,"2020/5/27 05:00:00","2020/5/31 04:59:59",0,0,0,0
436,41,2000.0,101,40,"2020/5/27 05:00:00","2020/5/31 04:59:59",0,0,0,0
437,34,2000.0,103,30,"2020/5/31 05:00:00","2020/06/5 04:59:59",0,0,0,0
438,44,2000.0,103,40,"2020/5/31 05:00:00","2020/06/5 04:59:59",0,0,0,0
439,251,1500.0,7004,80,"2020/05/18 12:00:00","2020/05/25 20:59:59",0,0,0,0
440,252,1500.0,7005,80,"2020/05/18 12:00:00","2020/05/25 20:59:59",0,0,0,0
441,251,1500.0,7004,80,"2020/06/16 12:00:00","2020/06/23 20:59:59",0,0,0,0
442,252,1500.0,7005,80,"2020/06/16 12:00:00","2020/06/23 20:59:59",0,0,0,0
443,151,1500.0,6004,80,"2020/6/30 12:00:00","2020/7/14 20:59:59",0,0,0,0
444,152,1500.0,6005,80,"2020/6/30 12:00:00","2020/7/14 20:59:59",0,0,0,0
445,31,2000.0,101,30,"2020/6/4 05:00:00","2020/6/10 04:59:59",0,0,0,0
446,41,2000.0,101,40,"2020/6/4 05:00:00","2020/6/10 04:59:59",0,0,0,0
447,37,2000.0,109,30,"2020/6/10 05:00:00","2020/6/15 04:59:59",0,0,0,0
448,38,2000.0,112,30,"2020/6/10 05:00:00","2020/6/15 04:59:59",0,0,0,0
449,45,2000.0,104,40,"2020/6/10 05:00:00","2020/6/19 04:59:59",0,0,0,0
450,34,2000.0,103,30,"2020/6/14 05:00:00","2020/06/21 04:59:59",0,0,0,0
451,44,2000.0,103,40,"2020/6/14 05:00:00","2020/06/21 04:59:59",0,0,0,0
452,31,2000.0,101,30,"2020/6/15 05:00:00","2020/6/22 04:59:59",0,0,0,0
453,41,2000.0,101,40,"2020/6/15 05:00:00","2020/6/22 04:59:59",0,0,0,0
454,37,2000.0,109,30,"2020/6/22 05:00:00","2020/6/27 04:59:59",0,0,0,0
455,38,2000.0,112,30,"2020/6/22 05:00:00","2020/6/27 04:59:59",0,0,0,0
456,32,2000.0,102,30,"2020/6/22 05:00:00","2020/6/27 04:59:59",0,0,0,0
457,42,2000.0,102,40,"2020/6/22 05:00:00","2020/6/27 04:59:59",0,0,0,0
458,31,2000.0,101,30,"2020/6/27 05:00:00","2020/7/1 04:59:59",0,0,0,0
459,41,2000.0,101,40,"2020/6/27 05:00:00","2020/7/1 04:59:59",0,0,0,0
460,34,2000.0,103,30,"2020/7/1 05:00:00","2020/07/5 04:59:59",0,0,0,0
461,44,2000.0,103,40,"2020/7/1 05:00:00","2020/07/5 04:59:59",0,0,0,0
462,151,1500.0,6004,80,"2020/7/31 12:00:00","2020/8/14 20:59:59",0,0,0,0
463,152,1500.0,6005,80,"2020/7/31 12:00:00","2020/8/14 20:59:59",0,0,0,0
464,31,2000.0,101,30,"2020/7/4 05:00:00","2020/7/10 04:59:59",0,0,0,0
465,41,2000.0,101,40,"2020/7/4 05:00:00","2020/7/10 04:59:59",0,0,0,0
466,37,2000.0,109,30,"2020/7/10 05:00:00","2020/7/15 04:59:59",0,0,0,0
467,38,2000.0,112,30,"2020/7/10 05:00:00","2020/7/15 04:59:59",0,0,0,0
468,45,2000.0,104,40,"2020/7/10 05:00:00","2020/7/19 04:59:59",0,0,0,0
469,32,2000.0,102,30,"2020/7/10 05:00:00","2020/7/13 04:59:59",0,0,0,0
470,42,2000.0,102,40,"2020/7/10 05:00:00","2020/7/13 04:59:59",0,0,0,0
471,34,2000.0,103,30,"2020/7/13 05:00:00","2020/07/20 04:59:59",0,0,0,0
472,44,2000.0,103,40,"2020/7/13 05:00:00","2020/07/20 04:59:59",0,0,0,0
473,31,2000.0,101,30,"2020/7/14 05:00:00","2020/7/21 04:59:59",0,0,0,0
474,41,2000.0,101,40,"2020/7/14 05:00:00","2020/7/21 04:59:59",0,0,0,0
475,37,2000.0,109,30,"2020/7/22 05:00:00","2020/7/27 04:59:59",0,0,0,0
476,38,2000.0,112,30,"2020/7/22 05:00:00","2020/7/27 04:59:59",0,0,0,0
477,32,2000.0,102,30,"2020/7/22 05:00:00","2020/7/27 04:59:59",0,0,0,0
478,42,2000.0,102,40,"2020/7/22 05:00:00","2020/7/27 04:59:59",0,0,0,0
479,31,2000.0,101,30,"2020/7/27 05:00:00","2020/7/31 04:59:59",0,0,0,0
480,41,2000.0,101,40,"2020/7/27 05:00:00","2020/7/31 04:59:59",0,0,0,0
481,34,2000.0,103,30,"2020/7/31 05:00:00","2020/08/7 04:59:59",0,0,0,0
482,44,2000.0,103,40,"2020/7/31 05:00:00","2020/08/7 04:59:59",0,0,0,0
483,251,1500.0,7004,80,"2020/07/16 12:00:00","2020/07/23 20:59:59",0,0,0,0
484,252,1500.0,7005,80,"2020/07/16 12:00:00","2020/07/23 20:59:59",0,0,0,0
485,251,1500.0,7004,80,"2020/08/16 12:00:00","2020/08/23 20:59:59",0,0,0,0
486,252,1500.0,7005,80,"2020/08/16 12:00:00","2020/08/23 20:59:59",0,0,0,0
487,151,1500.0,6004,80,"2020/08/31 12:00:00","2020/09/14 20:59:59",0,0,0,0
488,152,1500.0,6005,80,"2020/08/31 12:00:00","2020/09/14 20:59:59",0,0,0,0
489,251,1500.0,7004,80,"2020/09/17 12:00:00","2020/09/24 20:59:59",0,0,0,0
490,252,1500.0,7005,80,"2020/09/17 12:00:00","2020/09/24 20:59:59",0,0,0,0
491,151,1500.0,6004,80,"2020/09/30 12:00:00","2020/10/14 20:59:59",0,0,0,0
492,152,1500.0,6005,80,"2020/09/30 12:00:00","2020/10/14 20:59:59",0,0,0,0
493,31,2000.0,101,30,"2020/8/7 05:00:00","2020/8/12 04:59:59",0,0,0,0
494,41,2000.0,101,40,"2020/8/7 05:00:00","2020/8/12 04:59:59",0,0,0,0
495,45,2000.0,104,40,"2020/8/12 05:00:00","2020/8/21 04:59:59",0,0,0,0
496,32,2000.0,102,30,"2020/8/12 05:00:00","2020/8/15 04:59:59",0,0,0,0
497,42,2000.0,102,40,"2020/8/12 05:00:00","2020/8/15 04:59:59",0,0,0,0
518,31,3000.0,101,30,"2020/8/15 05:00:00","2020/8/22 04:59:59",0,0,0,0
519,41,3000.0,101,40,"2020/8/15 05:00:00","2020/8/22 04:59:59",0,0,0,0
520,34,3000.0,103,30,"2020/8/15 05:00:00","2020/8/20 04:59:59",0,0,0,0
521,44,3000.0,103,40,"2020/8/15 05:00:00","2020/8/20 04:59:59",0,0,0,0
522,32,3000.0,102,30,"2020/8/22 05:00:00","2020/8/28 04:59:59",0,0,0,0
523,42,3000.0,102,40,"2020/8/22 05:00:00","2020/8/28 04:59:59",0,0,0,0
524,37,3000.0,109,30,"2020/8/20 05:00:00","2020/8/25 04:59:59",0,0,0,0
525,38,3000.0,112,30,"2020/8/20 05:00:00","2020/8/25 04:59:59",0,0,0,0
526,91,1500.0,101,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
527,92,1500.0,102,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
528,93,1500.0,111,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
529,94,1500.0,109,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
530,95,1500.0,112,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
533,100,1500.0,8004,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
534,101,1500.0,8005,100,"2020/8/20 05:00:00","2020/9/4 04:59:59",0,0,0,0
535,96,1500.0,6004,100,"2020/8/31 12:00:00","2020/9/4 04:59:59",0,0,0,0
536,97,1500.0,6005,100,"2020/8/31 12:00:00","2020/9/4 04:59:59",0,0,0,0
537,98,1500.0,7004,100,"2020/8/20 05:00:00","2020/8/23 20:59:59",0,0,0,0
538,99,1500.0,7005,100,"2020/8/20 05:00:00","2020/8/23 20:59:59",0,0,0,0
539,39,2000.0,111,30,"2020/8/28 05:00:00","2020/8/31 04:59:59",0,0,0,0
540,49,2000.0,111,40,"2020/8/28 05:00:00","2020/8/31 04:59:59",0,0,0,0
541,31,2000.0,101,30,"2020/8/28 05:00:00","2020/8/31 04:59:59",0,0,0,0
542,41,2000.0,101,40,"2020/8/28 05:00:00","2020/8/31 04:59:59",0,0,0,0
543,34,2000.0,103,30,"2020/8/31 05:00:00","2020/09/7 04:59:59",0,0,0,0
544,44,2000.0,103,40,"2020/8/31 05:00:00","2020/09/7 04:59:59",0,0,0,0
545,31,2000.0,101,30,"2020/9/3 05:00:00","2020/9/12 04:59:59",0,0,0,0
546,41,2000.0,101,40,"2020/9/3 05:00:00","2020/9/12 04:59:59",0,0,0,0
547,37,2000.0,109,30,"2020/9/9 05:00:00","2020/9/13 04:59:59",0,0,0,0
548,38,2000.0,112,30,"2020/9/9 05:00:00","2020/9/13 04:59:59",0,0,0,0
549,45,2000.0,104,40,"2020/9/9 05:00:00","2020/9/18 04:59:59",0,0,0,0
550,32,2000.0,102,30,"2020/9/12 05:00:00","2020/9/17 04:59:59",0,0,0,0
551,42,2000.0,102,40,"2020/9/12 05:00:00","2020/9/17 04:59:59",0,0,0,0
552,34,2000.0,103,30,"2020/9/13 05:00:00","2020/09/20 04:59:59",0,0,0,0
553,44,2000.0,103,40,"2020/9/13 05:00:00","2020/09/20 04:59:59",0,0,0,0
554,31,2000.0,101,30,"2020/9/17 05:00:00","2020/9/23 04:59:59",0,0,0,0
555,41,2000.0,101,40,"2020/9/17 05:00:00","2020/9/23 04:59:59",0,0,0,0
556,37,2000.0,109,30,"2020/9/23 05:00:00","2020/9/26 04:59:59",0,0,0,0
557,38,2000.0,112,30,"2020/9/23 05:00:00","2020/9/26 04:59:59",0,0,0,0
558,32,2000.0,102,30,"2020/9/23 05:00:00","2020/9/26 04:59:59",0,0,0,0
559,42,2000.0,102,40,"2020/9/23 05:00:00","2020/9/26 04:59:59",0,0,0,0
560,31,2000.0,101,30,"2020/9/26 05:00:00","2020/9/30 04:59:59",0,0,0,0
561,41,2000.0,101,40,"2020/9/26 05:00:00","2020/9/30 04:59:59",0,0,0,0
562,34,2000.0,103,30,"2020/9/30 05:00:00","2020/10/7 04:59:59",0,0,0,0
563,44,2000.0,103,40,"2020/9/30 05:00:00","2020/10/7 04:59:59",0,0,0,0
564,251,1500.0,7004,80,"2020/10/16 12:00:00","2020/10/23 20:59:59",0,0,0,0
565,252,1500.0,7005,80,"2020/10/16 12:00:00","2020/10/23 20:59:59",0,0,0,0
566,251,1500.0,7004,80,"2020/11/10 12:00:00","2020/11/21 20:59:59",0,0,0,0
567,252,1500.0,7005,80,"2020/11/10 12:00:00","2020/11/21 20:59:59",0,0,0,0
568,31,2000.0,101,30,"2020/10/7 05:00:00","2020/10/13 04:59:59",0,0,0,0
569,41,2000.0,101,40,"2020/10/7 05:00:00","2020/10/13 04:59:59",0,0,0,0
570,37,2000.0,109,30,"2020/10/13 05:00:00","2020/10/17 04:59:59",0,0,0,0
571,38,2000.0,112,30,"2020/10/13 05:00:00","2020/10/17 04:59:59",0,0,0,0
572,45,2000.0,104,40,"2020/10/13 05:00:00","2020/10/23 04:59:59",0,0,0,0
573,32,2000.0,102,30,"2020/10/13 05:00:00","2020/10/17 04:59:59",0,0,0,0
574,42,2000.0,102,40,"2020/10/13 05:00:00","2020/10/17 04:59:59",0,0,0,0
575,34,2000.0,103,30,"2020/10/16 05:00:00","2020/10/24 04:59:59",0,0,0,0
576,44,2000.0,103,40,"2020/10/16 05:00:00","2020/10/24 04:59:59",0,0,0,0
577,31,2000.0,101,30,"2020/10/17 05:00:00","2020/10/22 04:59:59",0,0,0,0
578,41,2000.0,101,40,"2020/10/17 05:00:00","2020/10/22 04:59:59",0,0,0,0
579,37,2000.0,109,30,"2020/10/22 05:00:00","2020/10/27 04:59:59",0,0,0,0
580,38,2000.0,112,30,"2020/10/22 05:00:00","2020/10/27 04:59:59",0,0,0,0
581,32,2000.0,102,30,"2020/10/22 05:00:00","2020/10/27 04:59:59",0,0,0,0
582,42,2000.0,102,40,"2020/10/22 05:00:00","2020/10/27 04:59:59",0,0,0,0
583,31,2000.0,101,30,"2020/10/27 05:00:00","2020/10/31 04:59:59",0,0,0,0
584,41,2000.0,101,40,"2020/10/27 05:00:00","2020/10/31 04:59:59",0,0,0,0
585,34,2000.0,103,30,"2020/10/31 05:00:00","2020/11/7 04:59:59",0,0,0,0
586,44,2000.0,103,40,"2020/10/31 05:00:00","2020/11/7 04:59:59",0,0,0,0
587,31,2000.0,101,30,"2020/11/7 05:00:00","2020/11/13 04:59:59",0,0,0,0
588,41,2000.0,101,40,"2020/11/7 05:00:00","2020/11/13 04:59:59",0,0,0,0
589,37,2000.0,109,30,"2020/11/13 05:00:00","2020/11/17 04:59:59",0,0,0,0
590,38,2000.0,112,30,"2020/11/13 05:00:00","2020/11/17 04:59:59",0,0,0,0
591,45,2000.0,104,40,"2020/11/13 05:00:00","2020/11/23 04:59:59",0,0,0,0
592,32,2000.0,102,30,"2020/11/13 05:00:00","2020/11/17 04:59:59",0,0,0,0
593,42,2000.0,102,40,"2020/11/13 05:00:00","2020/11/17 04:59:59",0,0,0,0
594,34,2000.0,103,30,"2020/11/16 05:00:00","2020/11/20 04:59:59",0,0,0,0
595,44,2000.0,103,40,"2020/11/16 05:00:00","2020/11/20 04:59:59",0,0,0,0
596,31,2000.0,101,30,"2020/11/17 05:00:00","2020/11/21 04:59:59",0,0,0,0
597,41,2000.0,101,40,"2020/11/17 05:00:00","2020/11/21 04:59:59",0,0,0,0
598,37,2000.0,109,30,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
599,38,2000.0,112,30,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
600,32,2000.0,102,30,"2020/11/21 05:00:00","2020/11/25 04:59:59",0,0,0,0
601,42,2000.0,102,40,"2020/11/21 05:00:00","2020/11/25 04:59:59",0,0,0,0
602,31,2000.0,101,30,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
603,41,2000.0,101,40,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
604,34,2000.0,103,30,"2020/11/25 05:00:00","2020/12/5 04:59:59",0,0,0,0
605,44,2000.0,103,40,"2020/11/25 05:00:00","2020/12/5 04:59:59",0,0,0,0
606,81,1500.0,101,80,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
607,82,1500.0,102,80,"2020/11/25 05:00:00","2020/11/30 04:59:59",0,0,0,0
