id,login_bonus_id,type,day_count,luck_pattern,rate,character_id,character_name,message,voice_id,additional_type,additional_param
191,80003,0,7,0,0,106001,"キャル","ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！",30,0,""
192,80003,0,7,0,0,106001,"キャル","なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？",31,0,""
193,80003,0,7,0,0,106001,"キャル","いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…",32,0,""
194,80003,0,7,0,0,106001,"キャル","あー\nあー\n…声、これで大丈夫かしら？",33,0,""
195,80003,0,7,0,0,106001,"キャル","聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？",34,0,""
196,80003,0,7,0,0,106001,"キャル","オイッスー☆",35,0,""
197,80003,0,7,0,0,106001,"キャル","……\nいや、ないわ\nいつもどおりが一番ね、うん",36,0,""
198,80003,0,7,0,0,106001,"キャル","もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…",37,0,""
199,80003,0,7,0,0,106001,"キャル","ど、どど、どうしよう！？\n緊張してきちゃった…！！",38,0,""
200,80003,0,8,0,0,105901,"コッコロ","主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました",20,0,""
201,80003,0,8,0,0,105901,"コッコロ","多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます",21,0,""
202,80003,0,8,0,0,105901,"コッコロ","わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております",22,0,""
203,80003,0,8,0,0,105901,"コッコロ","ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…",23,0,""
204,80003,0,8,0,0,105901,"コッコロ","そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…",24,0,""
205,80003,0,8,0,0,105901,"コッコロ","オイッスー☆",25,0,""
206,80003,0,8,0,0,105901,"コッコロ","先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？",26,0,""
207,80003,0,8,0,0,105901,"コッコロ","良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます",27,0,""
208,80003,0,8,0,0,105901,"コッコロ","この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね",28,0,""
209,80003,0,9,0,0,105801,"ペコリーヌ","オイッスー☆",20,0,""
210,80003,0,9,0,0,105801,"ペコリーヌ","…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません",21,0,""
211,80003,0,9,0,0,105801,"ペコリーヌ","あと６日で2.5周年ですか…",22,0,""
212,80003,0,9,0,0,105801,"ペコリーヌ","この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆",23,0,""
213,80003,0,9,0,0,105801,"ペコリーヌ","生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…",24,0,""
214,80003,0,9,0,0,105801,"ペコリーヌ","オイッスー☆",25,0,""
215,80003,0,9,0,0,105801,"ペコリーヌ","…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？",26,0,""
216,80003,0,9,0,0,105801,"ペコリーヌ","今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！",27,0,""
217,80003,0,9,0,0,105801,"ペコリーヌ","そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！",28,0,""
218,80003,0,9,0,0,105801,"ペコリーヌ","あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪",29,0,""
219,80003,0,9,0,0,105801,"ペコリーヌ","なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪",30,0,""
220,80003,0,10,0,0,105801,"ペコリーヌ","2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？",31,0,""
221,80003,1,10,0,0,105901,"コッコロ","はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません",29,0,""
222,80003,0,10,0,0,105801,"ペコリーヌ","おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？",32,0,""
223,80003,2,10,0,0,106001,"キャル","…………",39,0,""
224,80003,1,10,0,0,105901,"コッコロ","キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…",30,0,""
225,80003,2,10,0,0,106001,"キャル","かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！",40,0,""
226,80003,0,10,0,0,105801,"ペコリーヌ","大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！",33,0,""
227,80003,2,10,0,0,106001,"キャル","きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？",41,0,""
228,80003,0,10,0,0,105801,"ペコリーヌ","これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！",34,0,""
229,80003,0,10,0,0,105801,"ペコリーヌ","これを飲めば体ぽかぽかで\n元気いっぱいですよ♪",35,0,""
230,80003,2,10,0,0,106001,"キャル","このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！",42,0,""
231,80003,1,10,0,0,105901,"コッコロ","キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました",31,0,""
232,80003,2,10,0,0,106001,"キャル","え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも",43,0,""
233,80003,0,10,0,0,105801,"ペコリーヌ","えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆",36,0,""
234,80003,0,11,0,0,190801,"カリン","ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです",6,0,""
235,80003,0,11,0,0,190801,"カリン","【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています",7,0,""
236,80003,0,11,0,0,190801,"カリン","頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください",8,0,""
237,80003,0,11,0,0,190801,"カリン","ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います",9,0,""
238,80003,0,11,0,0,190801,"カリン","まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね",10,0,""
239,80003,0,11,0,0,190801,"カリン","次にコッコロさんですが\nこちらは発声練習をしています",11,0,""
240,80003,0,11,0,0,190801,"カリン","一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね",12,0,""
241,80003,0,11,0,0,190801,"カリン","そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…",13,0,""
242,80003,0,11,0,0,190801,"カリン","あれ？\nもしかして緊張で気を失って…？",14,0,""
243,80003,0,11,0,0,190801,"カリン","…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！",15,0,""
244,80003,0,11,0,0,190801,"カリン","３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください",16,0,""
245,80003,0,11,0,0,190801,"カリン","それでは\nまた明日お会いしましょう♪",17,0,""
246,80003,0,12,0,0,106001,"キャル","2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…",44,0,""
247,80003,2,12,0,0,105801,"ペコリーヌ","３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆",37,0,""
248,80003,1,12,0,0,105901,"コッコロ","ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね",32,0,""
249,80003,0,12,0,0,106001,"キャル","信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから",45,0,""
250,80003,2,12,0,0,105801,"ペコリーヌ","ひどいですよぉキャルちゃ～ん！",38,0,""
251,80003,1,12,0,0,105901,"コッコロ","ふふ。お二人とも\n普段通りの様子で\n安心いたしました",33,0,""
252,80003,2,12,0,0,105801,"ペコリーヌ","はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！",39,0,""
253,80003,0,12,0,0,106001,"キャル","そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！",46,0,""
254,80003,1,12,0,0,105901,"コッコロ","わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！",34,0,""
255,80003,2,12,0,0,105801,"ペコリーヌ","それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆",40,0,""
256,80003,0,13,0,0,105801,"ペコリーヌ","えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？",41,0,""
257,80003,2,13,0,0,106001,"キャル","は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？",47,0,""
258,80003,0,13,0,0,105801,"ペコリーヌ","忘れてきちゃいました☆",42,0,""
259,80003,2,13,0,0,106001,"キャル","忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！",48,0,""
260,80003,1,13,0,0,105901,"コッコロ","マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！",35,0,""
261,80003,2,13,0,0,106001,"キャル","あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…",49,0,""
262,80003,0,13,0,0,105801,"ペコリーヌ","あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？",43,0,""
263,80003,2,13,0,0,106001,"キャル","え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？",50,0,""
264,80003,1,13,0,0,105901,"コッコロ","キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ",36,0,""
265,80003,2,13,0,0,106001,"キャル","あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね",51,0,""
266,80003,1,13,0,0,105901,"コッコロ","はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪",37,0,""
267,80003,2,13,0,0,106001,"キャル","コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？",52,0,""
268,80003,0,13,0,0,105801,"ペコリーヌ","あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆",44,0,""
269,80003,1,13,0,0,105901,"コッコロ","ふふ\nきっと面白い生放送になると\nわたくし、確信しております",38,0,""
270,80003,0,13,0,0,105801,"ペコリーヌ","絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！",45,0,""
271,80003,2,13,0,0,106001,"キャル","そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！",53,0,""
272,80003,0,13,0,0,105801,"ペコリーヌ","それでは\n記念日直前生放送！\n楽しみにしててくださいね☆",46,0,""
273,80003,0,14,0,0,190801,"カリン","こんにちは\n【ギルド管理協会】のカリンです",18,0,""
274,80003,0,14,0,0,190801,"カリン","昨日の生放送は\nいかがだったでしょうか？",19,0,""
275,80003,0,14,0,0,190801,"カリン","たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います",20,0,""
276,80003,0,14,0,0,190801,"カリン","そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります",21,0,""
277,80003,0,14,0,0,190801,"カリン","【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ",22,0,""
278,80003,0,14,0,0,190801,"カリン","【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います",23,0,""
279,80003,0,14,0,0,190801,"カリン","…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…",24,0,""
280,80003,0,14,0,0,190801,"カリン","この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています",25,0,""
281,80003,0,14,0,0,190801,"カリン","きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう",26,0,""
282,80003,0,14,0,0,190801,"カリン","それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪",27,0,""
283,80003,0,15,0,0,105801,"ペコリーヌ","準備はいいですかっ？\n…いっきますよー！",47,0,""
284,80003,2,15,0,0,106001,"キャル","祝！",54,0,""
285,80003,1,15,0,0,105901,"コッコロ","2.5周年！",39,0,""
286,80003,0,15,0,0,105801,"ペコリーヌ","おめでとうございま～す☆",48,0,""
287,80003,2,15,0,0,106001,"キャル","少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね",55,0,""
288,80003,1,15,0,0,105901,"コッコロ","光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです",40,0,""
289,80003,0,15,0,0,105801,"ペコリーヌ","コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆",49,0,""
290,80003,2,15,0,0,106001,"キャル","ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！",56,0,""
291,80003,1,15,0,0,105901,"コッコロ","ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪",41,0,""
292,80003,2,15,0,0,106001,"キャル","あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ",57,0,""
293,80003,0,15,0,0,105801,"ペコリーヌ","あー！　二人ともずるいです！\nわたしもっ、ギュー♪",50,0,""
294,80003,2,15,0,0,106001,"キャル","ちょっ、ペコリーヌ！\nくっつき過ぎよ！",58,0,""
295,80003,0,15,0,0,105801,"ペコリーヌ","記念日だから\n平気平気♪\nやばいですね☆",51,0,""
296,80003,2,15,0,0,106001,"キャル","意味分かんないわよ！",59,0,""
297,80003,1,15,0,0,105901,"コッコロ","ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？",42,0,""
298,80003,1,15,0,0,105901,"コッコロ","喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます",43,0,""
299,80003,0,15,0,0,105801,"ペコリーヌ","さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！",52,0,""
300,80003,2,15,0,0,106001,"キャル","分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから",60,0,""
301,80003,1,15,0,0,105901,"コッコロ","ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！",44,0,""
302,80003,0,15,0,0,105801,"ペコリーヌ","はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！",53,0,""
303,80003,0,15,0,0,105801,"ペコリーヌ・コッコロ・キャル","2.5周年\nありがとうございます！",54,1,"105901,45,106001,61"
304,60002,1,0,0,1,190804,"カリン","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪",1,0,""
305,60002,2,0,1,1,0,"","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！",0,0,""
306,60002,2,0,1,1,0,"","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",0,0,""
307,60002,2,0,1,1,0,"","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",0,0,""
308,60002,2,0,1,1,0,"","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",0,0,""
309,60002,2,0,1,2,0,"","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪",0,0,""
310,60002,2,0,2,1,0,"","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？",0,0,""
311,60002,2,0,2,1,0,"","今日の運勢は大吉！　ラッキカラーは赤！　　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！",0,0,""
312,60002,2,0,2,1,0,"","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",0,0,""
313,60002,2,0,2,1,0,"","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",0,0,""
314,60002,2,0,2,2,0,"","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！",0,0,""
315,60002,2,0,3,1,0,"","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？",0,0,""
316,60002,2,0,3,1,0,"","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？",0,0,""
317,60002,2,0,3,1,0,"","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",0,0,""
318,60002,2,0,3,1,0,"","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。",0,0,""
319,60002,2,0,3,1,0,"","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！",0,0,""
320,60002,2,0,3,1,0,"","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",0,0,""
321,60002,2,0,3,2,0,"","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪",0,0,""
322,60002,2,0,4,1,0,"","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！",0,0,""
323,60002,2,0,4,1,0,"","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！",0,0,""
324,60002,2,0,4,1,0,"","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？",0,0,""
325,60002,2,0,4,1,0,"","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",0,0,""
326,60002,2,0,4,1,0,"","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",0,0,""
327,60002,2,0,4,1,0,"","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～",0,0,""
328,60002,2,0,4,2,0,"","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",0,0,""
329,60002,3,0,0,0,190804,"カリン","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪",2,0,""
330,60002,3,7,0,0,190804,"カリン","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします",3,0,""
